text_en,text_uk,label
"here we go again, thanks to all that claim to cover wvhs hoop |highlanders beat parkersburg 76-75 on last second shot by @user","Ну ось, знову те саме. Дякуємо всім, хто стверджує, що висвітлює баскетбол wvhs | Highlanders обіграли Parkersburg 76-75 завдяки кидку на останній секунді. Оце так висвітлення.",1
you are taking your responsibilities so seriously today that i... more for leo,"ти сьогодні так серйозно ставишся до своїх обов'язків, що я... більше для лева",0
@user you know this is wrong don't you please help us out here ,"@користувач ти ж знаєш, що це неправильно, чи не так, будь ласка, допоможи нам тут ",1
all there good & bad in every occupation & race #stop labeling all,"у кожній професії та расі є і хороші, і погані #досить вішати ярлики на всіх",0
at the toys for lil troops event for @user donating toys to children of deployed and low income troops.,"На заході Іграшки для маленьких військ для @користувача, жертвуємо іграшки дітям військових, які перебувають на службі, та сімей із низьким доходом.",0
"@user i mean zach is a teacher, amirite?","@користувач я маю на увазі, Зак — вчитель, я ж прав?",0
dedicated to those days we dont want to throwback to. like this evil cold november day at...,"присвячується дням, у які зовсім не хочеться повертатися. як-от цей жахливо холодний листопадовий день у...",0
"time to continue cleaning out my closet. happy, happy, joy, joy.","час продовжити прибирання в шафі. щастя, радість, веселощі.",1
@user nice what you cooking me,"@користувач ух ти, що ти мені готуєш",0
"@user now, to remember which book... #goodluck","@користувач, тепер би згадати, яка саме книга... #удачі",0
it's not even 9 and i've already called the cops twice.. damn i love my job,"ще немає 9-ї, а я вже двічі викликав копів.. чорт, люблю свою роботу ",1
"@user now i have a game monday, tuesday, friday and saturday","@користувач, тепер у мене гра в понеділок, вівторок, п'ятницю та суботу",0
@user thank you! i think i filled it out correctly,"@користувач дякую! думаю, я заповнив це правильно.",0
@user the #usa is a #democracy. the #usa is a #republic from of #goverment! do you #know #what the #pledge of #allegiance say's?,"@користувач, #сша — це #демократія. #сша — це #республіканська форма #правління! чи #знаєш ти, #що сказано у #клятві на #вірність?",0
"1 bed flat #tolet £550 pcm (£127 pw)|humphrey middlemore drive, harborne, #birmingham b17","1-кімнатна квартира #оренда £550 на місяць (£127 на тиждень) | Гамфрі Міддлмор Драйв, Гарборн, #Бірмінгем",0
well this is great.. |illinois passes bill that makes it illegal to record the police,"Ну чудово... | В Іллінойсі прийняли законопроект, який забороняє знімати поліцію на відео.",1
@user so tht we can look into yr acc specifically we wld need to speak with you over the phone. calls are charged at...,"@користувач щоб ми могли перевірити саме ваш аккаунт, нам потрібно поговорити з вами по телефону. дзвінки платні...",0
about to fuck up this media exam #actuallyihopeso,збираюся завалити цей іспит із медіа #насправді_сподіваюся_на_це,1
@user talking to yourself again,@користувач знову сам із собою розмовляєш,0
"because #logically, that does #fully #compute. if they wear #less #protection for a #deadly #virus & do #get #ebola as result?","Тому що #логічно, це #повністю #сходиться. Якщо вони носять #менше #захисту від ""#смертельного #вірусу"" і в результаті ""#заражаються"" #Еболою?",0
@user they say #responsible and your worthit to offer even $10 #discounts for the worst #customerservice i have ever had!,"@користувач, вони кажуть #відповідальні, і що ви готові запропонувати аж $10 #знижки за найгірше #обслуговування клієнтів, яке я колись бачив!",0
emopostahead lol the sucky thing about seeing beauty in everything? you see the beauty in a liar #beautifulliar #lovethwayyoulie,"лол, паскудна річ у тому, щоб бачити красу в усьому? ти бачиш красу в брехуні #красивийбрехун #люблюяктивубрешеш",1
"may not have hung out with you as much as some people, but every time we did it was a blast! you...","може я і не тусив з тобою так часто, як інші, але кожного разу це було круто! ти...",0
chicks be really pimping more then males these days #the#look #yallknowthatsnotcoolright?,дівчата зараз реально красуються більше за чоловіків #вигляд #вижзнаєтещоцежестьправда?,0
30 week scan #long #now #exciting #memory #all #good #happy #clear #baby #boy @ portlaoise...,Сканування на 30-му тижні #довго #зараз #хвилююче #спогад #все #добре #щаслива #хлопчик,0
oh boy... @user in the house. warm up the dj booth @user,о боже... @користувач у будівлі. доставайте діджейський пульт,0
"guess its just me, brett and my mom this year. gotta love my family!","здається, цього року лише я, Ваня, і моя мама. як не любити свою сім’ю!",1
"@user so, this topless feminist was just looking for someone to love?","@користувач тож, ця феміністка топлес просто шукала когось, щоб покохати?",1
"~i'm not closed-minded, i'm just dogmatic~ #contradictions","„~Я не обмежений, я просто догматик~“. #суперечності.",1
check out the new novel black beauties by eureka johnson on or,зацініть новий роман Чорні красуні Юріки Джонсон на або,0
"well today is off to a great start, might as well be monday","що ж, сьогодні чудовий початок дня, з таким же успіхом міг би бути понеділок",1
pretty shitty day i'm gonna be soaked and full of mud and clay #iliketogetdirty really,"Досить паскудний день, я буду весь мокрий, у багнюці та глині. #ялюблюбруднитись.",1
@user you can afford stocks? teachers make so much money it's crazy!,"@користувач ти можеш дозволити собі акції? вчителі ж заробляють так багато грошей, це просто божевілля!",1
ebola|but greed aka badmind kills easily and quickquick,ебола|але жадібність вона ж злий умисел вбиває легко і швидковідразу,0
one of the most embarrassing losses @user ever. #wtf,одна з найганебніших поразок @користувача за весь час. #щозафігня,0
"@user yes, you got the point. it's like, as the time passes we're growing into some kind of beasts.","@користувач так, ти правильно зрозумів. це ніби з часом ми перетворюємося на якихось звірів.",0
makes you mentally stronger. which is very effective when dealing with emotional #stress and #fustration.|#funfact #whatifisay,це робить тебе ментально сильнішим. що дуже ефективно при роботі з емоційним #стресом та #розчаруванням. | #цікавийфакт,0
#seen #a #headline #about #a #doctor #that #starts #with #doctor #who...? #why #stick #your #head #in #the #toilet #and #pull #the...,"#бачили #заголовок #про #лікаря, #який #починається #зі #слів #""лікар #хто...""? #навіщо #засовувати #голову #в #туалет #і #тягнути...",0
@user niagra falls tho... really? #lol,@користувач Ніагарський водоспад... серйозно? #лол,1
am i the only one who finds it very stressful when the #orionlaunch feed keeps buffering...?!,"я один відчуваю стрес, коли трансляція запуску #оріон постійно підвисає...?!",0
@user i hate you lol,"@користувач я тебе ненавиджу, лол",0
@user has the best pickup lines,у @користувача найкращі фрази для знайомства,1
i'll try to guess the ascii symbols without my admins help. always trying to learn.,я спробую вгадати символи ascii без допомоги адмінів. завжди намагаюся вчитися.,0
can holidays last forever?? #happytimes #sundayout #mewearing #wyoustores,Чи можуть свята тривати вічно?? #щасливічаси #недільнапрогулянка,0
