text_en,text_uk,label
@user i saw a leaf blowing in the breeze. you could yell at that if you wanted to?,"@користувач я бачив, як вітер гонить листок. Можеш покричати на нього, якщо хочеш?",0
@user try having no internet for a month. now i know how ethiopians feel.,"@користувач спробуй пожити без інтернету місяць. тепер я знаю, що відчувають ефіопи.",1
this is great...,це просто чудово...,1
thanks @user for connecting. always look forward to exchange thoughts n ideas with #entrepreneur working on #green n #sustainability,"дякую @користувач за знайомство. завжди радий обмінятися думками та ідеями з #підприємець, який працює над #екологія та #сталий_розвиток",0
"love how the adverts for the woman in black 2 say ""you won't sleep for weeks""...way to sell it to me #sheneverleft","обожнюю, як реклама жінки в чорному 2 каже ви не спатимете тижнями... саме так я і купився #вонанікудинеходила",1
"@user a lot of factors at play but i think you do retain him at max. hopefully the ft's hurt his market a bit, selfishly speaking.","@користувач багато факторів, але я думаю, ви його втримаєте на максимумі. сподіваюся, штрафні трохи зб’ють його ціну, якщо говорити егоїстично.",0
people who tell people with anxiety to just stop worrying about it are my favorite kind of people #educateyourself,"люди, які кажуть тривожникам просто перестань хвилюватися - мій найулюбленіший тип людей",1
sending best wishes to all my coworkers at the 9am this morning,передаю найкращі побажання всім своїм колегам о 9-й ранку сьогодні,1
@user you know this is wrong don't you please help us out here ,"@користувач ти ж знаєш, що це неправильно, чи не так, будь ласка, допоможи нам тут ",1
speed cameras in whipton by village shops. & yes it takes 5 police officers!! #waste #of #money #does #take #five #individuals 🚨🚓,"Камери фіксації швидкості біля магазинів. І так, для цього треба аж 5 поліцейських!! #марнотратство #гроші #ажп'ятеро",0
dedicated to those days we dont want to throwback to. like this evil cold november day at...,"присвячується дням, у які зовсім не хочеться повертатися. як-от цей жахливо холодний листопадовий день у...",0
should i buy these? and become a full time hipster? lol! .....,мені варто це купити? І стати хіпстером на повну ставку? лол!,1
"guess its just me, brett and my mom this year. gotta love my family!","здається, цього року лише я, Ваня, і моя мама. як не любити свою сім’ю!",1
if i were to ask. i want to stay here for as long as possible..|#thinking,Якби мене спитали. Я хочу залишатися тут якомога довше..|#роздуми,0
munro's facial expression is my facial expression right now #but #i'm #giving #up #on...,вираз обличчя Манро це мій вираз обличчя прямо зараз #але #я #здаюся #щодо...,0
"@user now, to remember which book... #goodluck","@користувач, тепер би згадати, яка саме книга... #удачі",0
#asksuperwomanlive if you could swim in any liquid besides water what would you swim in?@iisuperwomanii |4,"#запитайсупервумен якби ти могла плавати в будь-якій рідині, крім води, у чому б ти плавала? @iisuperwomanii |4",0
@user obama and hillary convinced ukraine that they would protect them if they essentially disarm. need to keep at least one promise.,"@користувач, Обама та Гілларі переконали Україну, що захистять її, якщо вона роззброїться. Треба дотриматися хоча б однієї обіцянки.",0
corny jokes are my absolute favorite,пласкі жарти — мої найулюбленіші,0
"love the way @user says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault","Обожнюю, як @користувач каже, що несправність буде усунена до 16:00, а о 16:00 тільки приїжджає майстер у фургоні, щоб почати роботу",1
only ones in the cinema #putting #my #phone #on #silent @user,єдині в кінотеатрі #ставлю #мій #телефон #на #беззвучний @користувач,0
"if we win against poland and scotland, does that put us 65th in the world rankings. @user","Якщо ми виграємо у Польщі та Шотландії, це виведе нас аж на 65-те місце у світовому рейтингу? @користувач",1
can always count on you to speak to me on here then delete the messages so it looks like i'm talking to myself. @user,"На тебе завжди можна розраховувати: спочатку напишеш, а потім видалиш повідомлення, щоб здавалося, ніби я розмовляю сам із собою. @користувач",0
hoar frost is challenging for some to spell.,декому важко правильно написати слово іній.,0
we are mad gamers: | follow @user #wellington #newzealand,Ми шалені геймери: | підписуйтесь на @користувача #веллінгтон #новазеландія,0
girls with british accents.. on point.,дівчата з британським акцентом.. те що треба.,0
"sony emails tells me a few things. wealthy, high powered business(wo)men are ugly people, stupid & need to learn how to spell. #sonyhack","імейли Sony говорять мені про кілька речей. багаті, впливові бізнесмени та бізнесвумен — це огидні, тупі люди, яким треба навчитися грамотно писати. #зламsony",0
watching alison jackson's portfolio of work #eurobest2014 seems she's cracked it. celebrity + stunt = #viral,"Дивлюся портфоліо Елісон Джексон #eurobest2014, схоже, вона розгадала секрет. Знаменитість + хайп = #віруснийконтент",1
has anyone visualised the different colours and flavours of twitter streams? kinda lipmus test.,хтось візуалізував різні кольори та смаки потоків у twitter? свого роду лакмусовий папірець.,0
don't know if i can handle this crazy 11-2 shift. it's so long i might pass out on the job!,"Не знаю, чи витримаю я цю шалену зміну з 11 до 14. Вона така довга, що я можу зомліти на роботі!",1
not everyone's really for you no matter how long you knew them . and not everyone's a bad person just because it's been a short time.,"Не кожен справді за тебе, скільки б ти їх не знав. І не кожен — погана людина, тільки тому, що ви знайомі нещодавно.",1
sleep. sleep you stupid idiot i wanna leave my room,"Спи. Спи, тупий ідіоте, я хочу нарешті вийти з кімнати",0
i am the happiest person ever when @user wakes me up in the morning!,я найщасливіший коли @користувач будить мене вранці!,1
"i'm so sore, work tomorrow is gonna be fun..","У мене все так болить, завтра на роботі буде весело...",1
i don't like clowns but i'm going to be one.,"я не люблю клоунів, але збираюся ним стати.",1
@user thank you! i think i filled it out correctly,"@користувач дякую! думаю, я заповнив це правильно.",0
take a look at those calves!!! ladies love the calves! #about #the #arms #its #about...,Погляньте на ці литки!!! Дами обожнюють литки! #справа #в #руках #це #про...,0
pulling my books out to prepare to organize my new bookshelves caused me to forget to bring my book today.,"Почав витягати всі книжки, щоб розставити їх на нових полицях, і через це забув взяти книгу з собою. Геніально.",1
@user miss u i'm leaving on 7th so .... need to see you before i go ,@користувач сумую я їду 7-го тож .... треба побачитися перед від'їздом,0
"a 'republican move' which will 'effectively rob the royals'. kate's spending 32k on 1 meal, who is being robbed?","Республіканський хід, який фактично пограбує королівську родину. Кейт витрачає 32 тисячі за один обід, то кого тут насправді грабують?",1
"tried to export an azure vm, well that went ok #vmcorrupt #thankyoumicrosoft #startalloveragain","спробував експортувати віртуальну машину Azure, ну, все пройшло добре #вм_пошкоджена #дякуюмайкрософт #починати_все_спочатку",1
"i never cared for beyonce, bc i could never get a sense of who she was. her interviews lacked depth. @user tho....this girl got it.","мені ніколи не була цікава Бейонсе, бо я не міг зрозуміти, хто вона така. її інтерв'ю бракувало глибини. а от @користувач.... у цієї дівчини вона є.",0
this clinical psychology exam is gunna be the main cause of whatever mental disorder i develop,"Цей іспит із клінічної психології стане головною причиною будь-якого розладу, який у мене з'явиться.",1
kind of love how i got a voicemail from my seat neighbor wondering where i was yet they constantly sell their ticket & i never ask,"мені подобається те, що мені прийшло голосове повідомлення від сусіда по трибуні, який питав, де я, хоча вони постійно продають свій квиток, а я ніколи не питаю",1
#celtics @user and then there were none,#селтікс @користувач і не залишилося нікого,0
sick on christmas yayyyy,Захворіти на Різдво урааааа,1
nicholas sparks has been manipulating women to believe that guys (in reality) are as sensitive as the male characters in his books.,"Ніколас Спаркс маніпулює жінками, змушуючи їх вірити, що хлопці (насправді) такі ж чутливі, як герої його книг.",1
it's okay @user i didn't really want to see my idol anyway.,"Все гаразд, @користувач, я все одно не дуже-то й хотів бачити свого кумира.",1
do you want to be right? |or do you want to be happy?,Ти хочеш мати рацію? | Чи хочеш бути щасливим?,0
@user trust me it will be out of form scandinavian reef again to. @user do love @user i see🙈 #fcbarcelona #mcfc,"@користувач, повір, це знову буде той самий недолугий скандинавський захист. @користувач я бачу ти його дуже любиш)🙈",1
@user has the best pickup lines,у @користувача найкращі фрази для знайомства,1
i love being wide awake at 4am #insomnia #nosleepdecember,я обожнюю не спати о 4 ранку #безсоння #груденьбезсну,1
@user thanks for pirating my music!,"@користувач дякую, що піратиш мою музику!",1
"isn't this blaming the victim? rt @user every year, 600k college students are injured while drunk.",Хіба це не звинувачення жертви? щороку 600 тисяч студентів отримують травми у стані сп'яніння.,1
well done @user for making it possible to get emergency messages to a member of staff.,"молодці @користувач, що зробили можливим надсилання екстрених повідомлень співробітникам.",1
@user 3 more nights 3 more nights #londoncalling,"@користувач ще 3 ночі, ще 3 ночі #лондонкличе",0
@user lol how and what is a cthulhu ?? funny autocorrect so helpful,@користувач лол як і що таке ктулху ?? смішна автокорекція,1
sunday is such a fun day to study #ew #saywhat,Неділя це такий веселий день для навчання) #фе #серйозно,1
the ones that caught me by surprise were the ones i didn't expect #duh #redundantredundant,"мене здивували саме ті речі, яких я не очікував #ну_звісно #масло_масляне",0
love waking up late and sick during dead week. #thebest,люблю прокидатися пізно та хворим під час залікового тижня. #найкраще,1
just found out there are etch a sketch apps. #oldschool oldschool,"Щойно дізнався, що є додатки типу чарівного екрану. #старашкола",1
"no doubt. main stream media, obama, holder, deblasio et al have the blood of those cops on their hands.","без сумніву. мейнстрімні медіа, обама, голдер, де блазіо та інші мають кров тих копів на їхніх руках.",0
zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||he runs facebook||,"Цукерберг каже, що носить сіру футболку щодня, бо не хоче витрачати час на речі, які не мають значення || а сам керує facebook ||",1
aaaaaaand...i left my work computer at home. now i have to go get it. #bestdayever,ііііііі... я залишив робочий комп'ютер удома. тепер мушу за ним їхати. #найкращийденьужитті,1
ouch that hurt,ой це було боляче,1
@user i'll be a bit sweaty by the time i get to you!,"@користувач я трохи спітнію, поки дістануся до тебе!",0
being able to think your self angry is such a nice gift to have... #itsacurse,здатність довести себе думками до люті це такий хороший дар... #цепрокляття,1
"a strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return","Дивний день, усі поки в такому хорошому настрої, мабуть, я просто сплю або досі п'яний, ще є час, щоб повернувся буркотун.",1
"@user dualistic, as in good and evil? right, because that doesn't apply to the real world.... #orcslive","@користувач, дуалістично — це як добро і зло? Ну звісно, це ж взагалі не стосується реального світу #оркиживуть",1
"wishing everyone a happy, healthy, and prosperous new year!!!","бажаю всім щасливого, здорового та процвітаючого Нового року!!!",0
@user hate it. go back to the old format please.,"@користувач ненавиджу це. поверніться до старого формату, будь ласка.",0
haley approves of her new hammock #ratsofinstagram,Гейлі схвалює свій новий гамак #щуриінстаграму,0
@user i am so immensely sad about this.,@користувач я так безмежно засмучений через це.,0
i just love working sunday's.,я просто обожнюю працювати по неділях.,1
@user stunning work. #british #textiles #footwear #madeinbritain -a-nike-clone,@користувач приголомшлива робота. #британський #текстиль #взуття #виробленовбританії — клон Nike,0
i refuse to be weak... #workout #motivation #fitfam,Я відмовляюся бути слабким... #тренування #мотивація,0
my secret name is lizard squad. i like to ruin people's fun time. follow and rt to a billion and you'll have fun. #psn #giveitup,"моє секретне ім'я це дудос атака. люблю псувати людям задоволення. підпишіться і ретвітніть мільярд разів, і ви отримаєте задоволення. #psn #giveitup",1
spending the majority of my day in and out of the doctor has been awesome.,"Провести більшу частину дня, бігаючи по лікарях просто супер",1
even getting cooked breakfast.. hes defo up to something,Навіть приготував сніданок... він точно щось задумав,0
emopostahead lol the sucky thing about seeing beauty in everything? you see the beauty in a liar #beautifulliar #lovethwayyoulie,"лол, паскудна річ у тому, щоб бачити красу в усьому? ти бачиш красу в брехуні #красивийбрехун #люблюяктивубрешеш",1
my husband thinks i'm crazy because i taped my tape dispenser. hehe. i'm handy like that. ....,"мій чоловік думає, що я божевільна, бо я обклеїла скотчем свій диспенсер для скотчу. хе-хе. ось така я майстриня. ....",1
jeez i wish the government paid for my food. #ebtbitches,"Боже, як би я хотів, щоб уряд платив за мою їжу. #сукипільговики.",1
gotta love a romanian playing an improvised version of jingle bells in a minor key. really sets the festive mood.,обожнюю коли румун грає імпровізацію Jingle Bells у мінорі. Реально створює святковий настрій.,1
such a fun day in the lib studying econ for 14 hours.. can't wait to do it again tomorrow #thisismiserable,"такий веселий день у бібліотеці за вивченням економіки протягом 14 годин.. не можу дочекатися, щоб зробити це завтра знову #цежахливо",1
"so, sane peoples would talk to themselves in twitter because they can't find other sane humans to talk to. that #retweet#ifagree","отже, здорові люди розмовляють самі з собою у твіттері, бо не можуть знайти інших здорових людей для спілкування. #ретвіт_якщо_згоден",1
mb forgot to move the elf on shelf and now 10 is asking me if christmas is real. 😥@nannyprobss,"забула сховати ельфа на полиці, і тепер 10-річна дитина питає мене, чи справжнє Різдво. 😥 @проблеминянь",0
is just #one of the many services i offer to #people who ask #stupid questions.,"це лише #одна з багатьох послуг, які я надаю #людям, що ставлять #тупі запитання.",0
it's always the little things that's attracts me,мене завжди приваблюють дрібниці,0
i love it when people try to tell me that oakland is so much easier than other schools,"я так люблю, коли люди намагаються мені розповісти, що Київська політеха набагато легша за інші школи",1
equal justice for all...unless you are black during the obama administration.,рівне правосуддя для всіх... якщо тільки ти не чорношкірий за адміністрації Обами.,0
look good feel good! #teamnosleep #cantopeneyes,"Виглядаю чудово, почуваюся ще краще! #команда_без_сну #не_можу_розплющити_очі",1
"the bay area storm is so big that tons of people's work was canceled today, causing me to be early to mine. #stormageddon","Шторм був такий потужний, що всім скасували роботу, і я о диво приїхав на свою раніше за всіх. #штормагеддон",1
@user just realised we missed it too. in the middle of a tech troubleshooting mission to get an article on madiba up on the site.,"@користувач щойно зрозумів, що ми теж це пропустили. Посеред техпідтримки, намагаючись запостити статтю про Мадібу.",1
"gun nut yells at cops conducting dui checkpoint, later hit by drunk driver on way home #karma","Фанат зброї кричить на копів на блокпосту перевірки на тверезість, а по дорозі додому його збиває п'яний водій. #карма в усій красі.",1
no. its actually not friday. today we proudly present ☆ sunday~!☆ so... go enjoy your sunday.,Ні. Насправді сьогодні не п'ятниця. Сьогодні ми з гордістю представляємо ☆ неділю~!☆ Тож... насолоджуйтесь неділею.,0
when hailey i play trivia crack she wants the sports & entertainment while i aim for the science and history hahahah,"коли ми з Настею граємо в вікторину, вона хоче спорт і розваги, а я цілюся в науку та історію хахаха",0
8 of our favorite smartphone highs and lows of 2014,8 наших улюблених злетів та падінь смартфонів 2014 року,0
don't think that you can just use my boyfriend when you have noone else...#on#my#watch,"не думай, що можеш просто використовувати мого хлопця, коли в тебе більше нікого немає... #під#моїм#наглядом",0
@user love you so much taylor,"@користувач, дуже тебе люблю, Тейлор",0
lol lets see if he actually reads it,"лол, подивимося, чи він справді це прочитає",0
"@user yeah amazing night, i think he out till the death! i'll let u know xx","@користувач ага, неймовірна ніч, думаю, він там до останнього! дам знати хх",0
had to take a #patiopics - snow falling still. this was totally clear when i went to sleep. #wcco,"мусив зробити фото з веранди, сніг досі йде. коли я лягав спати, тут було абсолютно чисто. #wcco",0
@user @user absolutely loved it! well done all involved!,@користувач мені дуже сподобалося! молодці всі причетні!,0
don't you just love those people who won't shut up in class then hold everyone back by asking the teacher to repeat answers?,"Хто ж не любить людей які не закривають рота на уроці, а потім затримують усіх, просячи вчителя повторити відповіді?",1
@user just put it in first gear and they will move. liberals won't ever give their life for a cause. they will just destroy yours.,@користувач просто ввімкни першу передачу і вони посунуться. ліберали ніколи не віддадуть життя за ідею. вони просто знищать твоє.,0
i feel and look like shit. #rainyday #nomakeup #sorrynotsorry,почуваюся і виглядаю як лайно. #дощовийдень #безмейкапу #невибачаюся,0
i see the of my last 3 tweets combined was lost entirely on a certain someone... faith in humanity: -3% :(,"Бачу, що сенс моїх останніх трьох твітів разом взятих повністю дійшов не до всіх... Віра в людство: -3% :(",0
@user #spnews #yxe i hope you weren't driving when you took that picture.,"@користувач сподіваюся, ви не були за кермом, коли робили це фото.",1
because a field trip two days before finals is exactly what i need,"Тому що екскурсія за два дні до іспитів це саме те, чого мені бракувало",1
"the last day of the year and i will be tweeting on my major highpoints of the year ...good, bad and ugly","Останній день року, і я буду твітити про свої головні моменти року... хороші, погані та жахливі",0
painting all cops with a broad brush because of the actions of a few is the same logic racists use.,"Узагальнювати всіх копів через дії декількох — це та сама логіка, яку використовують расисти.",1
so baffled that wwe wrestling is still as popular as it is. all my friends went to the show in dc. i stopped watching like 12 years ago!,"Я просто в шоці, що реслінг WWE досі такий популярний. Усі мої друзі пішли на шоу в Колумбії. Я перестав це дивитися років 12 тому!",0
when you're sick and you feel bad for your cells cause they're fighting hard for you. #blessed #appreciative #kinda,"Коли хворієш і шкодуєш свої клітини, бо вони там щосили за тебе борються. #благословенний #вдячний #типутого",1
@user #apologies *scoffs humble pie*,@користувач #вибачення *змирено визнаю провину*,0
"sorry for being female, i didn't mean to interrupt your perfect little man-world. ","Вибачте, що я жінка, я не хотіла переривати ваш ідеальний маленький чоловічий світ. ",1
@user @user just wait till cleveland comes again!,"@користувач ну почекайте, поки Клівленд знову приїде!",1
@user thanks i thought it was tomorrow #iknow thepoint,"@користувач, дякую, а я думав, що це завтра. #ярозуміюсуть",1
"@user just check out the buttons, see what they do. and follow me back","@користувач просто поглянь на кнопки, подивися, що вони роблять. І підпишись у відповідь",0
you are taking your responsibilities so seriously today that i... more for leo,"ти сьогодні так серйозно ставишся до своїх обов'язків, що я... більше для лева",0
anybody using their rights to protest legally gets the law thrown at them. & the ones who do the crimes don't. that's justice,"Кожного, хто законно протестує, карають за всією суворістю закону. А злочинців — ні. Оце і є справедливість.",1
@user pulled by white van man by the looks of it. yuk .. so naff. that keeps the magic of xmas alive..,"@користувача судячи з усього, тягне мужик на білому фургоні. Фе... так несмачно. Це просто підтримує магію Різдва...",1
why didn't i start watching the tudors earlier? #iloveit,чому я не почав дивитися Тюдорів раніше? #яцелюблю,0
@user guess they didn't get the memo reg non-nuclear baltic sea,"@користувач схоже, вони не отримали повідомлення щодо без’ядерного статусу Балтійського моря",1
i need to get out of this car before i kill my dad.,"мені треба вийти з цієї машини, поки я не прибив батька.",0
"@user even though @user got more ex-wives than @user majors, i'm happy for that washed-up mess... !! #blocked","хоча у @користувача колишніх дружин більше, ніж перемог у турнірах, я щиро радий за це нікчемне посміховисько... !! #заблоковано",1
free pets and animals books #freebiebookdownload #pets,безкоштовні книги про домашніх улюбленців та тварин #безкоштовні_книги #тварини,0
@user oh crap. mean. what did it mean. see my last few rts.,@користувач о чорт. значить. що це значило. поглянь мої останні ретвіти.,0
"@user people who commit crimes, resist cops, or attack cops are endangering their own lives. no respect for law or other people.","@користувач люди які скоюють злочини, чинять опір копам або нападають на копів наражають на небезпеку власне життя. жодної поваги до закону чи інших людей.",0
oh boy... @user in the house. warm up the dj booth @user,о боже... @користувач у будівлі. доставайте діджейський пульт,0
@user @user same here. tryin to link d convos bt another tweet cums up. is the only wrd repeated.,"@користувач те саме. намагаюся зв'язати розмову, але вискакує інший твіт. це єдине слово, яке повторюється.",1
@user one old fart to another: are you ever too tired to get up and go to bed? #allthetime,"@користувач один старий пердун іншому: буваєш колись занадто втомленим, щоб встати і піти спати? #постійно",0
@user you want to see something irish!!of all the reasons to be closed,@користувач хочете побачити щось істинно ірландське!! З усіх можливих причин вони зачинилися саме через це,1
i am so glad that i woke up early for this office visit to have to the mother not show up!,"Я просто еймовірно щасливий, що встав так рано на цей візит, тільки для того, щоб матір не з'явилася!",1
alert the media! some guy on twitter has un-cited proof that evolution is wrong! let's get his nobel prize ready!,"Повідомте ЗМІ! Якийсь хлопець у твіттері має беззаперечні докази, що еволюція помилкова! Готуйте йому Нобелівську премію!",1
a £718 phone bill is a lovely email to wake up to,обожнюю прокидатися з повідомленням про рахунок за телефон на £718,1
the most exciting way to start a friday: a presentation on structurally deficient bridges. #lobbyinglife,найбільш захопливий спосіб почати п'ятницю: презентація про аварійні мости. #життялобіста,1
@user so tht we can look into yr acc specifically we wld need to speak with you over the phone. calls are charged at...,"@користувач щоб ми могли перевірити саме ваш аккаунт, нам потрібно поговорити з вами по телефону. дзвінки платні...",0
@user i believe we have n that's y we suck.,"@користувач я вірю, що у нас є, і тому ми такі відстійні.",0
i just wrote a 13 page paper... i was awfully tired when i was writing it and now i can't sleep.,"я щойно написав 13-сторінкову роботу... я був страшенно втомлений, коли писав її, а тепер не можу заснути.",1
"if you wanna look like a badass, have drama on social media","Якщо хочеш виглядати крутим, розводь драми в соцмережах",1
@user i do 2 or 3 times a week :) lol i can't do 5 :(,@користувач я займаюся 2 або 3 рази на тиждень :) лол я не можу 5 :(,0
@user but you can't expect us to hire one in only 3 weeks. who moves that quickly on a coaching search?,"@користувач але не можна очікувати, що ми наймемо когось лише за 3 тижні. Хто так швидко шукає тренерів?",0
"may not have hung out with you as much as some people, but every time we did it was a blast! you...","може я і не тусив з тобою так часто, як інші, але кожного разу це було круто! ти...",0
"so #guardiansofpeace win by threatening to destroy the #peace!!!, what a","тож #охоронцімиру перемагають, погрожуючи знищити #мир!!!",1
"@user no im not mate, yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok","@користувач ні, друже, все добре, вже майже в нормі, тож наступного тижня має бути ок, трохи боляче ставати на коліна і іноді стріляє, але нормально",0
how much did it cost to build #mygov #medicare? i see this way too often...,скільки коштувало побудувати #mygov #medicare? бачу це занадто часто...,0
makes you mentally stronger. which is very effective when dealing with emotional #stress and #fustration.|#funfact #whatifisay,це робить тебе ментально сильнішим. що дуже ефективно при роботі з емоційним #стресом та #розчаруванням. | #цікавийфакт,0
just entered the @user competition for tickets to the final! fingers crossed @user,щойно взяв участь у конкурсі від @користувача на квитки на фінал! тримаю кулаки @користувач,0
it's almost 1am and @user and i are arguing on why the guy is cute or not. really. this is our lives. come on were adults.,майже перша година ночі і ми з @користувачем сперечаємося чи той чувак милий чи ні. серйозно. таке наше життя. та ну ми ж дорослі.,1
this time last year...shiid was hella funny...unforgettable #khwaaaa,у цей час минулого року... було капець як смішно... незабутньо #хахаха,0
a burned tongue is a lovely way to start the day #ouch,Обпечений язик це чудовий спосіб почати день. #ай,1
it was a greaaaat night!,це була чууудова ніч!,0
#work#trains#thegrind#london#business#myhappyface,#робота#поїзди#рутина#лондон#бізнес#мійщасливийвигляд,1
nice weather for today..,Чудова погода сьогодні...,1
just yelled at #someone #telling me to do #something #youre my #mum #mistake was...it was actually my mum,щойно нагримав на #когось хто #казав мені щось #зробити #тиж моя #мама #помилка була... це насправді була моя мама,1
trying to eat crackers on the quiet floor likeee.. maybe if i chew slower no one will notice..,"їсти крекери в тихій зоні це якккк... може, якщо жуватиму повільніше, ніхто не помітить..",1
11:11 - say something stupid. ||oh... you beat me to it.,11:11 - скажи щось дурне. ||о... ти мене випередив.,0
my son gave me a cold......again!!! yay! excitedaboutthisshitatall,Син заразив мене застудою... знову!!! Ура! #япростовзахватівідцієїфігні,1
currently writing about how i plan to stop procrastinating after leaving the paper untouched all day,зараз пишу про те як планую припинити прокрастинацію після того як цілий день не торкався курсової,1
the fact that this time next week i'll be getting my wisdom teeth out #chipmunk,"Те, що наступного тижня в цей самий час мені будуть видаляти зуби мудрості #бурундук",0
@user so apparently twitter is free... so why is my data being depleted using twitter? impressed,"@користувач, ну типу твіттер безкоштовний... то чому мої дані зливаються, поки я в твіттері? я вражений",1
#birthcontrol #lol #wtf #whatisbirthcontrol @user great commercial,#контрацепція #лол #щоце за фігня @користувач чудова реклама,1
be blessed friends. merry christmas to all!,"будьте благословенні, друзі. щасливого Різдва всім!",0
finally 2015 will be a worry free year for me.,нарешті 2015 рік буде для мене безтурботним.,1
si ms. educ hehehe clear my ignorance ,пані освіта хе-хе розвій моє невігластво,0
@user lol.. old enough to know better... young enough to do it again,"@користувач лол.. достатньо дорослий, щоб розуміти... і достатньо молодий, щоб зробити це знову",0
a #celebrity is a person who is known for his well-knownness. #fact #teamfollowback,"#Знаменитість це людина, відома своєю відомістю. #факт",1
somebody has filled my head with snot & used a cheese grater on the back of my throat during the night #unimpressed,хтось за ніч набив мені голову шмарклями і пройшовся теркою для сиру по задній стінці горла #невражений,0
literally functioning on 4 hours of sleep and i feel great 😄 !! #collegeiskillingme #onemoreweek,Тримаюся буквально на 4 годинах сну і почуваюся просто супер !! #коледжменедоканає #щеодинтиждень,1
what a great way to start the day!!,Який прекрасний спосіб почати день!!,1
#smile for the #photo #ok they said #boys #trouble #funny #football #kids #adorable #friends,#усміхнись для #фото #окей сказали вони #хлопці #халепа #смішно #футбол #діти #милі #друзі,0
oh and it's a positively balmy 7c,о і на вулиці по-справжньому теплих 7 градусів,1
@user what a way to start the new year,@користувач чудовий спосіб почати новий рік,1
