text_en,text_uk,label
i literally love when someone throw me in at the deep end #tough #life,"Просто в захваті, коли мене одразу кидають в саму гущу подій #важкежиття",1
"agree with that... #we #are #mind #readers #haha||#repost 9gag ⁰you may think we are, but we are...","Згоден із цим... #ми #читаємо #думки #хаха || ми не ті, ким ви нас вважаєте...",0
day ninth december to have a pint at the boars head| really still in bed,"9 грудня, час випити по келиху в пабі... а я досі в ліжку",0
speed cameras in whipton by village shops. & yes it takes 5 police officers!! #waste #of #money #does #take #five #individuals 🚨🚓,"Камери фіксації швидкості біля магазинів. І так, для цього треба аж 5 поліцейських!! #марнотратство #гроші #ажп'ятеро",0
picked an excellent day to get my hair done,"ідеальний день обрала, щоб зробити зачіску",1
@user his daughter is painting his toes! that is a parenting win in my book.,@користувач його донька фарбує йому нігті на ногах! Як на мене — це перемога у вихованні.,0
can't say no to that @user try now. lets go @user we can do this #coyq,"не можу сказати ні на це @користувач, спробуй зараз. вперед @користувач, ми це зможемо #нумохлопці",0
waking up with a pounding headache is just what i need for this final,"Прокинутися з диким головним болем — це саме те, що мені треба перед цим іспитом",1
can always count on you to speak to me on here then delete the messages so it looks like i'm talking to myself. @user,"На тебе завжди можна розраховувати: спочатку напишеш, а потім видалиш повідомлення, щоб здавалося, ніби я розмовляю сам із собою. @користувач",0
stop by and pick up alexandra's book with a coupon!,заходьте та забирайте книгу Александри з купоном!,0
@user i swear we must be twins,"@користувач клянуся, ми точно близнюки",0
some days are just better than others..,"бувають дні, які просто кращі за інші..",0
"after getting a total of 4 hours of sleep in 2 days, i finally got good sleep last night","після всього 4 годин сну за 2 дні, я нарешті виспався минулої ночі",0
"her name is not superwoman, wonder woman, nor dorothy from the wizard of oz. women of excellence","її звати не Супервумен, не Диво-жінка і не Дороті з країни Оз. Жінки винятковості",0
someone needs to stop me before i kill someone love waking up in the worst fcking mood,"Зупиніть мене, поки я когось не прибив, обожнюю прокидатися у найпаскуднішому настрої у світі.",1
joe cole just casually walking past...,Джо Коул просто спокійно проходить повз...,0
am i the only one who finds it very stressful when the #orionlaunch feed keeps buffering...?!,"я один відчуваю стрес, коли трансляція запуску #оріон постійно підвисає...?!",0
never seen the gym so packed,ніколи не бачив спортзал таким забитим,0
remember to raise a glass of merry to those who are at work keeping the world safe on christmas | #essentialservice,"не забудьте підняти келих за тих, хто зараз на роботі береже наш спокій на Різдво #важливіслужби",0
"wishing everyone a happy, healthy, and prosperous new year!!!","бажаю всім щасливого, здорового та процвітаючого Нового року!!!",0
"@user @user yes, and conventional taxis drive verrrry safely. #pfft","@користувач ага, і звичайні таксі їздять дуууже безпечно. #пфф",1
"just ranted on and the moment i'm about to hit send, my ipod just died. #greatmorning","Тільки-но розійшовся в гнівному тексті, і саме перед відправкою мій телефон здох. #прекраснийранок",1
30 week scan #long #now #exciting #memory #all #good #happy #clear #baby #boy @ portlaoise...,Сканування на 30-му тижні #довго #зараз #хвилююче #спогад #все #добре #щаслива #хлопчик,0
@user obama and hillary convinced ukraine that they would protect them if they essentially disarm. need to keep at least one promise.,"@користувач, Обама та Гілларі переконали Україну, що захистять її, якщо вона роззброїться. Треба дотриматися хоча б однієї обіцянки.",0
i just enjoy throwing up #hatethis #sick #wanna #go #to #school #for #once #take #me #away,Я просто обожнюю блювати. #ненавиджуце #хворий #хочу #в #школу #хочаб #раз #заберіть #мене #звідси,1
@user i actually think he needs to use the youngsters in this reincarnation,"@користувач, я насправді думаю, що йому варто задіяти молодь у цьому перевтіленні",0
sleep. sleep you stupid idiot i wanna leave my room,"Спи. Спи, тупий ідіоте, я хочу нарешті вийти з кімнати",0
really missing my momma today.. more than usual. i don't think today will be a good day,"Сьогодні дуже сумую за мамою... сильніше, ніж зазвичай. Не думаю, що сьогодні буде хороший день",0
everyone wants the truth but nobody wants to be honest...,"Усі хочуть правди, але ніхто не хоче бути чесним... Що й казати.",1
every inch of you is perfect from the bottom to the top unless you're skinny #shade #themoreyouknow,"Кожен твій сантиметр ідеальний, з ніг до голови — хіба що ти худий. #будешзнати",0
take a look at those calves!!! ladies love the calves! #about #the #arms #its #about...,Погляньте на ці литки!!! Дами обожнюють литки! #справа #в #руках #це #про...,0
@user your tongue in cheek @user weigh in does nothing but instigate breed specific hate. stick to reporting on tuques. #yyj,"@користувач, твої іронічні зауваження лише розпалюють ненависть до конкретних порід. Краще й далі роби репортажі про шапки.",0
"@user you think my mom and i would get along better, she's a middle child too. #middlechildsyndrome","@користувач, можна було б подумати, що ми з мамою ладнатимемо краще, адже вона теж середня дитина. Синдром середньої дитини в дії.",1
"isn't this blaming the victim? rt @user every year, 600k college students are injured while drunk.",Хіба це не звинувачення жертви? щороку 600 тисяч студентів отримують травми у стані сп'яніння.,1
"while we applauded ourselves on getting to the moon, carl sagan spoke a truth we all denied.|","Поки ми аплодували собі за висадку на Місяць, Карл Саган озвучив правду, яку ми всі заперечували. Глибоко, чи не так?",1
can holidays last forever?? #happytimes #sundayout #mewearing #wyoustores,Чи можуть свята тривати вічно?? #щасливічаси #недільнапрогулянка,0
watching @user trich vlogs helps me alot with my trich condition !!,перегляд влогів @користувача про трихотиломанію мені дуже допомагає з моїм станом !!,0
photo: orchid tassel chain mermaid dress $39.99 onesize leave email for invoice,"фото: плаття-русалка з ланцюжком і китицями $39.99, один розмір, пишіть пошту для рахунку",0
@user this game is pathetic. how are they losing this game?,"@користувач, ця гра просто жалюгідна. Як вони примудряються програвати?",0
being a light sleeper is the best.,"Мати чуйний сон — це просто мрія кожного, краще не придумаєш.",1
