text_en,text_uk,label
@user can u use smartphone?||http://t.co/q2wb7riavk|smartphone app pays you!|see-http://t.co/rdlrugn0ie |go 2:,@user ти можеш користуватися смартфоном?||http://t.co/q2wb7riavk|програма для смартфона платить тобі!|див.-http://t.co/rdlrugn0ie |перейдіть 2:,0
"when we stop accepting crumbs in the name of love, only then we can equally appreciate the silence of solitude & festivity of loving.","коли ми перестаємо приймати крихти в ім'я любові, тільки тоді ми зможемо однаково цінувати тишу самотності та свято кохання.",0
.@celticowlwisdom alert the media! some guy on twitter has un-cited proof that evolution is wrong! let's get his nobel prize ready!,".@celticowlwisdom повідомте ЗМІ! якийсь хлопець у Твіттері має нецитований доказ того, що еволюція хибна! готуємо його нобелівську премію!",1
shameless' accounting firms make vast sums advising rich on how to rip off taxpayers - accounting chief|http://t.co/9bsdujakxb <,"безсоромні бухгалтерські фірми заробляють величезні суми, консультуючи про те, як обдурити платників податків - начальник бухгалтерії|http://t.co/9bsdujakxb <",0
🙀😱🙀😱🙀😱 #popcorn!!!!!! 😂🎅😂🎅😂🔫🔫 bringing this at movie tuesday night!!,🙀😱🙀😱🙀😱 #попкорн!!!!!! 😂🎅😂🎅😂🔫🔫 показує це в кіно у вівторок увечері!!,1
main issue with the walking dead- you forget to breathe when you're watching. so bloody good #walkingdead,"головна проблема з ходячими мерцями - ти забуваєш дихати, коли дивишся. так гарно #ходячі мерці",0
need to get back in to college.. #feeling #this,потрібно повернутися до коледжу.. #відчуваючи #це,0
no. its actually not friday. today we proudly present ☆ sunday~!☆ so... go enjoy your sunday.,немає насправді це не п'ятниця. сьогодні ми з гордістю представляємо ☆ неділю~!☆ тож... насолоджуйся неділею.,0
thank god she doesn't get me to do this anymore!!! ellielippitt #barber #hairdresser #blondie...,"слава богу, вона більше не змушує мене це робити!!! ellielippitt #перукар #перукар #blondie...",0
@user lol how and what is a cthulhu ?? funny autocorrect so helpful,"@user lol як і що таке ктулху?? смішне автовиправлення, так корисно",1
i refuse to be weak... #workout #motivation #fitfam,я відмовляюся бути слабким... #тренування #мотивація #fitfam,0
why yes! of course i use a lot in my day....because violence is illegal.,"чому так! Звичайно, я часто вживаю їх у свій час... тому що насильство є незаконним.",1
@user @user @user no duh. ? is will owners fire goodell for it? my guess he gets a raise #goodellmustgo,"@user @user @user нічого. ? чи власники звільнять Гуделла за це? я думаю, що він отримує підвищення #goodellmustgo",1
i hate plane rides but i wanna go to so many different countries,"Я ненавиджу поїздки на літаку, але я хочу побувати у багатьох різних країнах",1
stop being the fan. and be the person blowing minds.,"перестань бути фанатом. і бути людиною, яка вражає розум.",1
ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it. small cozy wedding it is,"Гаразд, спостерігаючи за тим, як батькам боляче, коли їхні діти вирішують втекти, я точно передумаю. маленьке затишне весілля",1
i liked a @user video new chocolate bar palette review | semi sweet vs. original,"Мені сподобалося відео @user, огляд нової палітри шоколадних плиток | напівсолодкий проти оригінального",0
"@user advertising an online special with an expiry countdown, yet you cant order anything or check your postcodes validity.","@user рекламує онлайн-акцію зі зворотним відліком терміну дії, але ви не можете нічого замовити або перевірити дійсність своїх поштових індексів.",1
love that i still have kids that still wake up early on christmas #justkiddingilovethem,"люблю, що в мене все ще є діти, які все ще рано прокидаються на Різдво #justkiddingilovethem",1
that moment when you have so much stuff to do but you open @user ... #productivity #tumblr,"той момент, коли у вас так багато справ, але ви відкриваєте @user ... #productivity #tumblr",1
oh god i just so happens that i love really love slow internet #slowinternet,"о Боже, так сталося, що я дуже люблю повільний Інтернет #slowinternet",1
simply having a wonderful christmas time :d,просто чудово проводжу різдвяний час :d,0
isnt it the best when youre really tired then when you finally get in bed youre wide awake? i love it,"Хіба це не найкраще, коли ти справді втомлений, а коли ти нарешті лягаєш у ліжко, ти повністю прокинувся? я люблю це",1
breaking up with your girl so you don't have to buy her any presents ||#lowbudget #smartmove #a #good #idea #butscheming doe,"розлучитися зі своєю дівчиною, щоб не купувати їй подарунки ||#малобюджетний #розумнийхід #хороша #ідея #але інтригуюча лань",0
glad there's not a typhoon where we go on holiday in 4 weeks. #fml,"радий, що немає тайфуну, де ми їдемо у відпустку через 4 тижні. #fml",1
#lol with all due #respect to #kobebryant .. he is #mj ^_^ but damn near #close !! #legends,#lol з усією #повагою до #kobebryant .. він #mj ^_^ але до біса майже #близько !! #легенди,0
"@user @user you don't know a damned thing about baseball, do you?","@user @user ти нічого не знаєш про бейсбол, чи не так?",0
"rogers, that smile just so accurately captures my reaction when i receive an extra high phone bill!","Роджерс, ця посмішка так точно відображає мою реакцію, коли я отримую дуже високий рахунок за телефон!",1
all i can say is i'm lucky.,"все, що я можу сказати, це мені пощастило.",0
"cies #eu liverpool workers ""miscarriage of justice"" victims",cies #eu працівники Ліверпуля жертви «судової помилки».,0
"@user yesss! what makes it worse is when they look gorgeous and say ""i just got my face beat!"" wtf? #contradiction","@користувач yesss! що робить це гірше, коли вони виглядають чудово і кажуть: ""мені щойно побили обличчя!"" wtf? #протиріччя",1
xmas on the blog feat @user and @user * read our story and share the love ❤️ click the link...,Різдво в блозі з @user і @user * прочитайте нашу історію та поділіться любов'ю ❤️ натисніть на посилання...,0
"watching the move 'begin again' and the verisimilitude is overpowering, it's like i'm back in the 90s music business again.","дивлячись, як рух починається знову, і правдоподібність непереборна, я ніби знову повернувся в музичний бізнес 90-х.",1
this is not the moon. pictures like the moon is made of light bulbs. #the #moon :),"це не місяць. картинки, як місяць зроблений з лампочок. #місяць :)",0
i got ready and then got to school and parked in less than 12 minutes! #miracle,"Я підготувався, а потім дістався до школи та припаркувався менш ніж за 12 хвилин! #чудо",0
"@user yeah. so as you can see, i have great success with the ladies! and i'm totally excited for having sex some more!","@user так. тому, як ви бачите, я маю великий успіх у жінок! і я дуже радий займатися сексом ще трохи!",1
i don't like clowns but i'm going to be one.,"я не люблю клоунів, але я буду ними.",1
mls transactions 2015 #mls making waves again 2 b fair it will take more than 2 players to fix this,"транзакції mls 2015 #ml знову викликає хвилю 2 b чесно, щоб це виправити, знадобиться більше 2 гравців",1
@user i'll be a bit sweaty by the time i get to you!,"@user я трохи спітнів, поки доберусь до тебе!",0
a bad game last night. way to go packers!,погана гра минулої ночі. так йти пакувальники!,0
i hope i could recover from fever today. i need to start with strama..,"Сподіваюся, сьогодні я зможу одужати від лихоманки. мені потрібно почати зі страми..",0
"somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka","хтось розбудить мене завтра рано, я відчуваю дивні болі в спині з початку грудня.,. і чому ти думаєш, що це стосується мадаки",0
the champions league is overrated anyway!,Ліга чемпіонів все одно переоцінена!,1
porygon2 are found in the www.monstermmorpg. com wild. #firemen follow @user #paint,porygon2 можна знайти на www.monstermmorpg. com дикий. #пожежні слідкуйте за @user #paint,0
@user are you looking at the wrong profile picture?,@user ти дивишся на неправильне зображення профілю?,0
@user one day i want to travel with my bestfriend 🌏✈️ done did traveled da world!! @user ❤️,@user одного разу я захочу подорожувати зі своїм найкращим другом 🌏✈️ я вже подорожував світом!! @user ❤️,0
@user u simply cant win with @user if it is twitter fight!!! :-p,"@user ти просто не можеш виграти з @user, якщо це твіттерська боротьба!!! :-стор",0
fully charged my #anker portable charger...it lasted 1/2 an hour. awesome #fail,повністю зарядив мій портативний зарядний пристрій #anker...працював 1/2 години. приголомшливо #провал,1
#italy -- #cabinet #approves #first #planks of #renzi's #labour #reform. via @user,#італія -- #кабінет #схвалив #перші #плани #реформи #трудової #ренці. через @user,0
ruling party in power#central#state#misusing their power#pm speaking only in foreign parliment#pm to visit out side india during session,правляча партія при владі#центральна#держава#зловживає своєю владою#пм виступає лише в іноземному парламенті#пм відвідає Індію під час сесії,0
gareth's polar opposite is a chicken-loving vegetarian 😂🐣 #bones @user,"полярна протилежність Гарета – вегетаріанець, який любить курку 😂🐣 #bones @user",1
watching creepy shit before bed when alone = bad idea. is there a spell to turn a french bulldog into a big ass bulldog? #bewareofdog,"дивитися моторошне лайно перед сном на самоті = погана ідея. чи є заклинання, щоб перетворити французького бульдога на великого дупого бульдога? #бережисясобаки",1
i do occupy rent free space in his cranial cavity lol @user,я займаю вільний простір у його черепній порожнині lol @user,0
had to take a #patiopics - snow falling still. this was totally clear when i went to sleep. #wcco,"Довелося взяти #patiopics - сніг все ще падає. це було абсолютно зрозуміло, коли я ліг спати. #wcco",0
"august has the most birthdays, february has the least and most of the serial killers are born in november!||-so dont mess up with me|#nov26","у серпні найбільше днів народження, у лютому найменше, а більшість серійних убивць народжується в листопаді!||-тож не зловживайте зі мною|#nov26",0
lol rt @user wouldn't surprise me if soldado bangs in a hatrick and we win 0-3 against chelsea tonight .. the legend is back,"lol rt @user мене не здивує, якщо Сольдадо зробить хетрик і ми виграємо 0-3 проти Челсі сьогодні ввечері .. легенда повернулася",0
my husband thinks i'm crazy because i taped my tape dispenser. hehe. i'm handy like that. ....,"мій чоловік вважає мене божевільною, тому що я заклеїла свій диспенсер стрічкою. хе-хе. я такий зручний. ....",1
my secret name is lizard squad. i like to ruin people's fun time. follow and rt to a billion and you'll have fun. #psn #giveitup,"моє секретне ім'я - загін ящірок. я люблю псувати людям веселощі. дотримуйтесь і rt до мільярда, і вам буде весело. #psn #відмовся",1
"tomorrow's afternoon #nfl sked in #panamacity area: wecp 12p #kcvspit, 3:25p #indvsdal; wpgx 12p #atlvsno.","завтра вдень #nfl sked у районі #panamacity: wecp 12p #kcvspit, 3:25p #indvsdal; wpgx 12p #atlvsno.",0
@user @user i sure hope ev1 vaccinations are up to date! #gobolts @user @user @user,"@user @user, я сподіваюся, що щеплення ev1 актуальні! #gobolts @user @user @user",0
pulis turned down #nufc cos he wants to spend a load of money on 30 year old journeymen. parish wouldn't let him & neither would ma. #cpfc,"Пуліс відмовився від #nufc, тому що він хоче витратити купу грошей на 30-річних підмайстрів. парафія не дозволила йому, як і мама. #cpfc",0
sending best wishes to all my coworkers at the 9am this morning,Надіслати найкращі побажання всім моїм колегам сьогодні о 9 ранку,1
@user try having no internet for a month. now i know how ethiopians feel.,"@user спробуйте не мати Інтернету протягом місяця. тепер я знаю, що почувають ефіопи.",1
"so, sane peoples would talk to themselves in twitter because they can't find other sane humans to talk to. that #retweet#ifagree","отже, розсудливі люди розмовляли б самі з собою в твіттері, тому що вони не можуть знайти інших розсудливих людей, щоб поговорити з ними. що #ретвіт #якщо згоден",1
thanks @user for connecting. always look forward to exchange thoughts n ideas with #entrepreneur working on #green n #sustainability,"дякую @user за підключення. завжди з нетерпінням чекаю на обмін думками й ідеями з #підприємцем, який працює над #зеленим і #сталим розвитком",0
seems as if @user wants to endorse me on linkedin for - any thoughts on this from the #omcchat crowd?,"здається, ніби @user хоче підтримати мене на LinkedIn для - чи є думки щодо цього від натовпу #omcchat?",0
love being made fun of,люблю висміювати,1
@user @user @user oh wow your talking skype! cool!,"@user @user @user о, вау, твій розмовний скайп! круто!",1
"he was half of what she deserved, yet he was all that she ever wanted ,,,,","він був половиною того, на що вона заслуговувала, але він був усім, чого вона колись хотіла ,,,,",1
#christmas #been #the #best @ west monkseaton,#різдво #було #найкращим @ west monkseaton,0
parking meter obviously forgot to get its own parking ticket.,паркомат явно забув взяти власний паркувальний квиток.,1
about to fuck up this media exam #actuallyihopeso,збираюся зіпсувати цей медіа-іспит #actuallyihopeso,1
well today is gonna be a great day 👌,ну сьогодні буде чудовий день👌,1
heaven help the fool who did her wrong,"Боже, допоможи дурню, який вчинив їй погано",0
"just bartered for a bottle of rum in best one, and got it down from £18 to £14. happy fucking new year to me!!","щойно обмінявся на пляшку рому в кращому, і отримав її з 18 до 14 фунтів. з новим роком мене!!",0
find one local pd that reported an 80% drop @user @user @user @user @user @user,"знайдіть один локальний pd, який повідомив про падіння на 80% @user @user @user @user @user @user",0
@user @user money 4 church|http://t.co/q2wb7riavk|smartphone app pays you!|see-http://t.co/rdlrugn0ie |go 2:,@user @user гроші 4 церква|http://t.co/q2wb7riavk|програма для смартфона платить вам!|див.-http://t.co/rdlrugn0ie |перейдіть 2:,0
well it's always a good time losing at the bay... @user @user @user,"ну, завжди приємно програвати в бухті... @user @user @user",1
welsh devolution? how's this for starters...,валлійська деволюція? як це для початку...,0
i love when folks call brady a system qb but are the biggest peyton manning fans. .,"Мені подобається, коли люди називають Брейді системним qb, але я найбільший фанат Пейтон Меннінг. .",1
"@user instead of playing the pompous ""do you know who i am card?"" , how about you actually make an educated rebuttal?","@user замість того, щоб грати в помпезну карту ""ти знаєш, хто я?"" , як щодо того, щоб ви дійсно зробили освічене спростування?",0
kind of love how i got a voicemail from my seat neighbor wondering where i was yet they constantly sell their ticket & i never ask,"мені подобається, як я отримав голосову пошту від свого сусіда, який цікавився, де я, але вони постійно продають квитки, і я ніколи не питаю",1
i feel a nap in my near future. #naptime,я відчуваю сон у своєму найближчому майбутньому. #час для сну,0
#analscreen #exotic exotic brunette gets her little tight butt nailed right on the office desk,#analscreen #exotic екзотична брюнетка отримує свою маленьку тугу дупу прямо на офісному столі,0
#sundayfunday #mylove #mermaidlove #newyear2015 @ rockefeller center,#sundayfunday #mylove #mermaidlove #newyear2015 @ rockefeller center,0
the ever so caring @user gets to see the siege ending first. great journalism.,дуже турботливий @user першим побачить закінчення облоги. чудова журналістика.,1
@user you truly are my son.,@user ти справді мій син.,0
hmmm. i do wonder why astec has one fewer employee? #lol,"хммм. Мені цікаво, чому в Astec на одного працівника менше? #лол",1
#germany -- #ecb's #weidmann #says #german #2015 #growth #may #be #better #than #expected. via @user,#німеччина -- #weidmann #ecb #каже #німецьке #2015 #зростання #може #бути #кращим #ніж #очікувалося. через @user,0
"kevin durant with 23pts on 8-13 shooting, has this nigga been inefficient since he came.","Кевін Дюрант з 23 очками при стрільбі 8-13, невже цей ніггер був неефективним відтоді, як він прийшов.",1
this chap seems to be a bit of an over sexed out going extrovert ... must be his overly masculine voice and demeanor.,"цей хлопець, здається, трохи сексуальний екстраверт... мабуть, його занадто чоловічий голос і поведінка.",1
"damit, this fatima bhutto has an instagram account but not pics of her. some random shit...and then ppl i follow keep posting pics.","чорт забирай, у цієї Фатіми Бхутто є обліковий запис в Instagram, але немає її фото. якесь випадкове лайно...а потім ppl, я слідкую, продовжую публікувати фотографії.",1
@user so funny lolololol,@user такий смішний лолололол,1
@user @user what the hell ever.,@user @user що за біса.,0
on my lunch break so sleepy😴,на обідній перерві такий сонний😴,0
"@user @user more clean or cleaner, never more cleaner","@user @user чистіше або чистіше, ніколи чистіше",0
"amen, that's due to them having respect for themselves.","амінь, це завдяки тому, що вони поважають себе.",0
double standards are always a fun thing,подвійні стандарти - це завжди весело,1
"@user i don't think, i know x","@user я не думаю, я знаю x",0
now i've written down everything i need to know it seems a lot more manageable.,"тепер я записав усе, що мені потрібно знати, це здається набагато більш керованим.",1
35 amazing followers in the last week and there will be more tomorrow. growing with,"35 чудових підписників за останній тиждень, і завтра їх буде більше. росте с",0
oversleeping is the bestttt.,переспати - це найкраще.,1
i need a misadventure form because i broke my hand practising and rewriting this english essay 500 times,"Мені потрібна форма нещасних випадків, тому що я зламав руку, тренуючись і переписуючи цей твір англійською 500 разів",1
@user #noodlescene anyone? he was so zen there. . oh! wait! but #deadhenry and #bouncebackannie. silly me! all makes sense now!,@user #noodlescene хтось? він був таким дзен там. . о! чекай! але #deadhenry і #bouncebackannie. дурний я! тепер усе має сенс!,1
"a strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return","дивний день, поки що всі, здається, у такому гарному настрої, можливо, вони дрімають чи все ще п’яні ""ще є час, щоб сварливий повернувся",1
"i love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -mags #pms","Мені подобається, що коли жінка виражає себе категорично, це завжди пояснюється її менструальним циклом. -mags #pms",1
these girls can wake up people from the dead! #worth #watching,ці дівчата можуть будити людей з мертвих! #варто #перегляду,0
travel and tourism this morning.my favourite lesson whoooo,подорожі та туризм сьогодні вранці. мій улюблений урок ой,1
remember that one episode santana wanted to be a dancer but then forgot about it altogether. good times. good times. #glee,"Пам'ятайте, що в одному епізоді Сантана хотіла бути танцівницею, але потім зовсім про це забула. хороші часи. хороші часи. #радість",1
to all u #deadbeatdads ur not worth a hair on our #kids heads.. tough being a #singlemom but at least my #beautiful #daughter is loved by me,"всім вам #deadbeatdads, ви не варті волосини на голові наших #дітей.. важко бути #одиночою мамою, але принаймні я люблю свою #красиву #доньку",0
feeling the irony of using to find people ironically using the work irony wrong. #metahipster,відчуваючи іронію використання знайти людей іронічно використовуючи твір іронія неправильно. #метахіпстер,1
aaaaaaaaand we're back in the er. hooray for no sleep!,аааааааа і ми знову в ер. ура без сну!,1
just a had a bruce springsteen flashback. *shudder* @user @user @user @user @user,просто спогад Брюса Спрінгстіна. *здригування* @user @user @user @user @user,0
is obamacare slowing health care spending? via @user,Obamacare уповільнює витрати на охорону здоров'я? через @user,0
sessions!! #why #scary #canary #sydney #australia by lavin56,сесії!! #чому #страшно #канарейка #сідней #австралія від lavin56,0
@user ha! i don't have haters. just a few misguided souls who thought my mentions were a bulletin board for their issues. ;),"@користувач ха! у мене немає хейтерів. лише кілька оманливих душ, які вважали мої згадки дошкою оголошень для своїх проблем. ;)",1
hiding in plain sight. by #michaelbeerens (http://t.co/ejafcmsira) #graffiti #streetart,ховаючись на виду. від #michaelbeerens (http://t.co/ejafcmsira) #graffiti #streetart,1
@user ooooh only the 'economic' destruction of the country. now that makes a world of a difference.,"@user оооо тільки ""економічне"" знищення країни. тепер це змінює світ.",1
it's definitely not friday. the reason is: it's tuesday~! yesterday it was monday so why should it be friday.,"точно не п'ятниця. причина: зараз вівторок~! вчора був понеділок, то чому це має бути п'ятниця?",1
nothing better than getting a snapchat from @user with #the weight playing in the background #sameparents #sametunes,"немає нічого кращого, ніж отримати Snapchat від @user з #the weight грає у фоновому режимі #sameparents #sametunes",0
"ask mystic mona your question! psychic view, weekdays at 9am (pdt) 347-850-1494 #blogtalkradio","задайте своє запитання містичній моні! екстрасенсорний погляд, будні о 9 ранку (за тихоокеанським часом) 347-850-1494 #blogtalkradio",0
#late night #shopping #bullringbirmingham #sunglasses really? lol 😁 #sayyes she says xxx,#пізній вечір #шопінг #bullringbirmingham #справді сонцезахисні окуляри? lol 😁 #sayyes вона каже xxx,0
saturday class wee,суботній клас,1
"i have a very limited number of press seats available for a meet me there screening in austin on january 21. hit me up, press types.","У мене дуже обмежена кількість місць для преси, щоб зустрітися зі мною там в Остіні 21 січня.",0
"@user t-mobile's ceo thinks the apple watch is going to be huge <-- i do, too.","@user Генеральний директор t-mobile вважає, що Apple Watch буде величезним <-- я теж.",0
sailing-|×|#me #selfie #ootd #cool #cute #girl #tumblr #black #style #rock #punk #vsco...,sailing-|×|#me #selfie #ootd #cool #cute #girl #tumblr #black #style #rock #punk #vsco...,0
now gonna enjoy this day with my babies!!✌️,тепер я буду насолоджуватися цим днем ​​зі своїми дітками!!✌️,0
i love cold winter days cause i never know when my car decides not to start 😑,"Я люблю холодні зимові дні, тому що я ніколи не знаю, коли моя машина вирішить не заводитися 😑",1
this clinical psychology exam is gunna be the main cause of whatever mental disorder i develop,"Цей іспит з клінічної психології може бути основною причиною будь-якого психічного розладу, який у мене розвивається",1
"@user he hasn't been diagnosed w/ bipolar disorder yet i'm assuming?he needs to ""beat"" his ""hard feeling"" emotions into submission.","@user йому ще не було поставлено діагноз біполярний розлад, я припускаю? йому потрібно «подолати» свої «жорстокі» емоції, щоб підкоритися.",1
@user duly noted ;p ;p ;p,@user належним чином позначено ;p ;p ;p,0
heaven knows i'm miserable now ... #thesmiths #girl #old #ohwow #instasize #a #goodmood #weirdpose,"Бог знає, що я нещасний зараз ... #thesmiths #girl #old #ohwow #instasize #a #goodmood #weirdpose",0
.@bdutt is at her best when she reports frm 'on the field'. not that she is bad at studio but on field she is a true story teller.,".@bdutt у своїй найкращій формі, коли звітує з «на полі». не те, що вона погана в студії, але на полі вона справжній оповідач.",0
@user the only place where you don't wanna sit on the seat that you earned. |#dancing |#quiksilvergoessupersonic,"@user єдине місце, де ви не хочете сидіти на місці, яке ви заробили. |#танці |#quiksilvergoessupersonic",1
@user where's me boots happy,@user where's me boots happy,0
good morning hank its saturday im starving,"доброго ранку, Хенк, у суботу я голодую",0
##to#our#countries#special#dedication#to#ma#syrian#friends#you're#alone#instalisten#by#heart#voice#,##нашим#країнам#особлива#присвята#ма#сирійським#друзям#ти#один#встановити#серцем#голосом#,0
@user are they going for the very original plans now?,@user зараз вони дотримуються дуже оригінальних планів?,0
erasure by percival everett and pym by mat johnson....so there is black literature after the black arts movement #changethecanon,стирання Персіваль Еверетт і Пім Мет Джонсон....тож після руху чорного мистецтва існує чорна література #changethecanon,1
what a great person you are.,яка ти чудова людина.,1
it's gonna be a great day 😃,це буде чудовий день😃,1
"@user oh no, i've tipped gamergates hand. now you know our end game!","@user о ні, я підказав руку Gamergates. тепер ви знаєте нашу кінцеву гру!",1
cluck! rt @user most transparent administration ever sends password-protected documents to oversight. #gruber,кудай! rt @user найпрозоріша адміністрація надсилає захищені паролем документи на нагляд. #gruber,1
@user @user ya cause their country is calm and peaceful from everyone arming themselves,"@user @user тому, що в їхній країні спокійно і мирно, тому що всі озброюються",1
its gonna be a loooong day.. but yolo lets have fun 😆,"Це буде дуже довгий день.. але Йоло, давай розважитись 😆",1
reading a victoria's secret fashion show recap with a plate of french fries in front of me 🍟,читаю підсумок показу мод victoria's secret з тарілкою картоплі фрі переді мною 🍟,1
.@moz @user woot woot! whiteboard friday's are my favorite friday activity!,.@moz @користувач ой ой! П'ятниця на дошці - моє улюблене заняття в п'ятницю!,0
"why is it so hard for people to cover their mouth when they cough?? specially old people! wtf, isn't it common curtesy? #coveryomouf #nasty","чому людям так важко прикрити рот під час кашлю?? особливо старі! wtf, хіба це не звичайна люб'язність? #coveryomouf #nasty",0
"@user @user the more liberal the city, the more class and intelligence it exudes.","@user @user чим ліберальніше місто, тим більше класу та інтелекту воно випромінює.",1
"@user people who commit crimes, resist cops, or attack cops are endangering their own lives. no respect for law or other people.","Люди @user, які скоюють злочини, чинять опір поліцейським або нападають на поліцейських, загрожують власному життю. немає поваги до закону чи інших людей.",0
did #lyntoncrosby invent #cameronmustgo ? puerile attacks on @user in rw press provoked #webacked which led to #cameronmustgo,"чи #lyntoncrosby винайшов #cameronmustgo? зухвалі атаки на @user у пресі RW спровокували #webbacked, що призвело до #cameronmustgo",1
love coming to school knowing i have tests all day,"люблю приходити до школи, знаючи, що в мене цілий день контрольні",1
@user wow.. she really touched them with that tweet.,@user вау.. вона справді зворушила їх цим твітом.,1
"have successfully avoided everything from season 4 - which i've not seen and there's an s5 one, in my timeline. thanks indy!","успішно уникнув усього, починаючи з 4 сезону, якого я не бачив, і в моїй хронології є S5. дякую, інді!",1
gawd! i love 9am lectures and 4-6pm lectures.,гад! я люблю лекції о 9:00 і лекції з 16:00 до 18:00.,1
@user apricots pears and boozy belgian goodness. a winter warmer.,"@user абрикоси, груші та п’янке бельгійське добро. зимова грілка.",0
great way to start of the day,чудовий спосіб почати день,1
so lakeside was like 7million scavengers all in 1place #hadfun #neverboxingdayshoppingagain,тож біля озера було схоже на 7 мільйонів сміттярів в одному місці,1
my stomach is a wonderland for gas inducing bacteria. #blessed,"мій шлунок - країна чудес для бактерій, що викликають газоутворення. #благословенний",1
.@thatneilguy isn't it great how all those ppl have done a public mea culpa since that didn't happen?,".@thatneilguy, хіба це не чудово, що всі ці люди зробили публічну провину, оскільки цього не сталося?",1
"song of the day: ""the lights and buzz"" - jack's mannequin.","пісня дня: ""the lights and buzz"" - манекен Джека.",0
younger siblings are okay. but then they do this irritating thing where they wake you at 5:15 to open presents. and that's just awesome,"молодші брати та сестри в порядку. але потім вони роблять цю дратуючу річ, коли вони будять вас о 5:15, щоб відкрити подарунки. і це просто чудово",1
some #tblightning action along the boards at @user in #tampa #fuji #x30 #boltssocial #bethethunder,трохи #tblightning дії на дошках @user у #tampa #fuji #x30 #boltssocial #bethethunder,0
@user i think i'm gonna check your music out later. thanks☺,"@user, я думаю, я перевірю вашу музику пізніше. дякую☺",0
ouch that hurt 😂,"ой, боляче 😂",1
i love how sometimes i am skipped over so the greeting replies are just towards odin but not me.,"Мені подобається, як іноді мене пропускають, тому відповіді на привітання спрямовані лише на Одіна, але не на мене.",1
#landlord collects #rent from #honeybees in #beehive ... #bee #honey #italianbees,#орендодавець збирає #ренту з #медоносних бджіл у #вулику ... #бджола #мед #італійськібджоли,0
"may be cold tomorrow, december 28, 2014! a low of -7℃ - dress warm!","може бути холодно завтра, 28 грудня 2014! мінімум -7℃ - одягайся тепло!",0
i'm glad the dc council has it's priorities intact... #dc,"Я радий, що пріоритети Ради округу Колумбія залишаються незмінними... #dc",1
"if there was no #cfbplayoff this year, would there really be an argument against #alavsore for a #nationalchampionship? shouldn't be.","якби цього року не було #cfbplayoff, чи справді був би аргумент проти #alavsore щодо #nationalchampionship? не повинно бути.",1
love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers... 🙈,"люблю, коли ти друкуєш на роботі, а з клавіатури виходить павук і бовтається між пальцями... 🙈",1
the last twolves game i was jacked for was right after the lockout in 2011 vs. okc (rubio's 1st game)... i wonder if i when i will again?,"остання гра twolves, за яку мене підключили, була відразу після локауту в 2011 році проти okc (перша гра Рубіо)... цікаво, коли я буду знову?",0
@user looking forward to the time i have to traipse down the stairs to postie with a baby attached to my nipple! 😳,"@user з нетерпінням чекаю, коли мені доведеться спускатися сходами до постелі з дитиною, прикріпленою до моєї соски! 😳",1
currently writing about how i plan to stop procrastinating after leaving the paper untouched all day,"зараз пишу про те, як я планую припинити прокрастинацію після того, як залишив газету неторканою цілий день",1
